time[s], rv1_mhd[m/s], rv2_mhd[m/s], rv3_mhd[m/s], rv4_mhd[m/s], rv5_mhd[m/s], sampling_grid[1=yes;0=no]
7.220640 -0.530375 -0.218284 -0.994151 -0.266128 0.345004 0 
7.221335 -0.421354 -0.348718 -0.761410 0.608269 0.658622 0 
7.222029 -0.689437 0.240320 1.460660 0.519472 1.167423 0 
7.222724 -0.491047 0.344650 0.044393 1.275924 1.003434 0 
7.223418 -0.226471 0.228327 0.206863 0.982808 0.166995 0 
7.224113 0.402110 -0.957711 1.563804 0.727846 0.504179 0 
7.224807 -0.183750 0.229988 1.153234 0.614219 0.358927 0 
7.225502 -0.127145 0.123325 0.174522 -0.630716 -0.261901 0 
7.226196 -0.555667 0.331008 0.048628 0.147894 -0.105575 0 
7.226891 0.298993 -0.157008 -1.006242 -0.264870 -0.605931 0 
7.227585 -0.885229 -0.185862 0.170764 -0.051075 -0.060408 0 
7.228280 0.166255 0.129913 -0.300040 -0.475920 0.512613 0 
7.228974 -0.411689 -0.017588 -0.654825 -0.366436 0.070677 0 
7.229669 -0.490454 0.424520 0.474587 0.809948 -0.653594 0 
7.230363 0.138038 -0.436396 0.123633 -0.510413 1.333191 0 
7.231058 -1.132300 0.482786 -0.657676 0.551209 0.826973 0 
7.231752 -0.414979 1.077827 0.459764 0.705884 1.242337 0 
7.232447 -0.745621 0.734682 -0.291269 -1.197417 -0.355534 0 
7.233141 -0.908056 0.668385 -0.614612 -0.452176 0.131459 0 
7.233836 0.765129 0.580252 -1.593429 -0.021915 0.872967 0 
7.234530 -1.576398 -1.003590 1.085494 -0.821624 0.035777 0 
7.235225 -0.260941 0.533822 -0.186465 -0.257548 0.478694 0 
7.235919 0.553076 -0.205684 -0.438176 -0.283991 1.177877 0 
7.236614 -0.920533 0.087585 -0.233546 0.503462 1.232424 0 
7.237308 -0.705739 1.044227 -0.400720 -0.654795 0.049167 0 
7.238003 0.396928 -0.114137 -0.656504 -0.471185 0.762852 0 
7.238697 -0.394041 1.049198 -0.620349 0.038712 1.369546 0 
7.239392 -0.792473 0.343604 -0.968105 0.014879 0.748720 0 
7.240086 -0.283034 0.092755 -0.314122 -0.105179 0.338130 0 
7.240781 -0.262133 1.057175 -0.262621 0.769178 0.957265 0 
7.241475 1.105487 0.012739 0.631860 -0.362279 -0.055346 0 
7.242170 -0.022842 0.171300 0.507219 -0.368177 -0.811849 0 
7.242864 0.555251 0.592595 -0.689056 -1.378397 -0.519825 0 
7.243559 -0.733178 0.214955 0.298467 -0.384994 0.091626 0 
7.244253 -0.103031 -0.119599 -0.058406 -1.825289 0.533284 0 
7.244948 0.382111 -0.565148 0.216036 0.322067 0.068543 0 
7.245642 -1.322887 -0.126369 0.327384 -0.299301 -0.089830 0 
7.246337 0.310637 0.220224 0.188914 0.648966 0.690191 0 
7.247031 -1.433429 -0.772949 0.176237 -0.327655 -0.631366 0 
7.247726 -1.444400 0.247286 0.195645 -0.313786 -0.212952 0 
7.248420 0.160551 -0.590222 0.234595 -0.128830 0.634895 0 
7.249115 -0.763175 -0.588564 0.108779 0.300460 0.661701 0 
7.249809 -0.162783 -0.215305 -0.375932 -0.026220 0.542066 0 
7.250504 -0.049777 -0.432404 0.589824 0.217610 -0.083492 0 
7.251198 0.135262 0.266404 -0.423553 -1.526958 -0.230023 0 
7.251892 -0.026090 0.765801 -0.864549 0.369618 0.129447 0 
7.252587 0.144582 -0.760640 -0.689643 -1.331066 1.368674 0 
7.253281 0.315399 0.796496 0.291760 -0.294435 0.675584 0 
7.253976 -0.972729 -0.702884 -0.492489 -0.654598 0.082827 0 
7.254670 -0.332437 0.555161 -0.767500 0.087955 0.694135 0 
7.255365 -0.910372 0.049610 0.769630 -0.223481 0.138542 0 
7.256059 -0.413270 1.004827 -0.784822 -1.235292 1.172658 0 
7.256754 -0.602102 0.425681 -0.896817 -0.269652 -0.187037 0 
7.257448 0.458452 0.518452 0.735237 -1.139166 -0.311844 0 
7.258143 0.719132 0.376268 -0.289346 -0.462107 0.529339 0 
7.258837 -0.229195 0.144973 -1.327720 -0.091615 -0.322961 0 
7.259532 0.619892 1.161514 -0.210387 0.261889 -0.353715 0 
7.260226 0.041553 -0.735427 0.077635 0.808597 -0.288561 0 
7.260921 0.465753 -0.020198 -0.888466 0.273599 -0.465184 0 
7.261615 0.200616 -0.405950 -0.403134 -0.138135 -0.057593 0 
7.262310 -0.341198 -1.029534 -1.377383 0.647162 0.161301 0 
7.263004 0.358944 -0.221281 -0.518480 0.402308 -0.977966 0 
7.263699 -0.470887 0.148711 -0.434017 0.242507 -0.351501 0 
7.264393 0.755729 -1.123463 0.240589 1.080188 -2.057596 0 
7.265088 -0.677539 -0.165117 -0.154549 -0.931404 -1.429091 0 
7.265782 0.747360 1.169630 -1.697737 0.057972 -0.787797 0 
7.266477 -0.943317 -0.110861 -0.365938 -0.652634 0.114867 0 
7.267171 0.534862 -0.135513 -1.099066 -0.040835 -0.743170 0 
7.267866 1.084929 0.839652 0.198761 -0.689292 -1.145477 0 
7.268560 0.524264 0.230229 -0.643488 0.247315 0.014796 0 
7.269255 -0.142727 -0.873276 -0.810756 0.021110 -0.088163 0 
7.269949 0.087453 -1.050619 -0.611811 -0.431361 0.710871 0 
7.270644 0.787695 -0.497420 -0.538682 -0.201351 -0.515372 0 
7.271338 -0.636362 0.467707 -0.396583 0.319753 -0.462649 0 
7.272033 0.425089 -1.276391 -1.040586 0.140474 -0.263653 0 
7.272727 -0.966763 -0.547540 0.788949 -0.234249 -0.316738 0 
7.273422 -0.170063 -0.404285 0.479925 -0.237193 0.184612 0 
7.274116 -0.863210 -0.119377 0.131924 0.238351 0.042205 0 
7.274811 -0.787236 -0.470913 -0.557104 -0.016991 1.032920 0 
7.275505 -0.535427 -0.634724 0.383216 0.890929 -0.441356 0 
7.276200 -1.201345 -0.213861 0.618486 0.975140 -0.018717 0 
7.276894 -0.197011 -0.072676 0.587711 -0.223224 0.920124 0 
7.277589 0.334092 0.397129 0.365558 0.649759 1.102921 0 
7.278283 0.767129 -0.065261 -0.937139 1.578763 0.667251 0 
7.278978 -0.803873 -0.196250 -0.815076 0.624424 1.069383 0 
7.279672 -0.176879 0.343953 0.062375 0.505614 0.964312 0 
7.280367 0.488657 1.217423 -1.023592 0.013004 0.359459 0 
7.281061 -0.279815 -1.099014 -0.933708 0.770797 0.700482 0 
7.281756 -0.519793 -0.066041 -1.389892 -0.200614 0.897010 0 
7.282450 -0.686519 -0.214927 0.397427 0.848047 -0.082258 0 
7.283145 -1.398854 -1.574258 -1.548971 0.518542 -0.227575 0 
7.283839 -0.409052 0.299159 -0.664826 1.433325 0.143276 0 
7.284534 -0.306896 -0.164289 -0.801915 0.650304 0.321039 0 
7.285228 -0.043843 0.156406 -0.203933 0.053585 0.852404 0 
7.285923 -1.175975 -0.140598 -0.850202 1.530486 -0.575288 0 
7.286617 -1.211573 -0.305855 -1.226354 0.479715 -0.406812 0 
7.287312 0.158135 -0.153301 -0.548893 -0.520766 -0.954931 0 
7.288006 -0.378691 -1.304238 -0.304045 -0.369183 0.649624 0 
7.288701 -1.127367 0.799014 -0.079491 1.275495 -0.878990 0 
7.289395 -0.670013 0.318778 -0.815389 0.138940 0.103394 0 
7.290090 -1.754469 -0.139787 -0.558680 0.142905 -0.270184 0 
7.290784 0.618356 0.136043 -0.147808 -0.350939 0.363280 0 
7.291479 -2.010201 -0.148625 -1.042202 -0.761892 0.349783 0 
7.292173 -2.050698 0.124865 -0.328828 -0.599917 0.298847 0 
7.292868 -0.826944 -0.147477 0.833380 -0.291772 -0.439253 0 
7.293562 -0.531390 -1.495387 -1.075571 0.953779 1.081987 0 
7.294257 0.327391 0.409313 0.047366 -0.193031 -0.947807 0 
7.294951 -0.342481 0.244817 0.058426 -1.095122 -1.063178 0 
7.295646 -1.519670 -0.284210 0.099297 -0.113163 -0.779813 0 
7.296340 -0.607090 -0.630832 -1.354082 -0.823202 -0.620670 0 
7.297035 -0.441518 -0.581809 -0.344445 -0.017182 -0.236048 0 
7.297729 0.211461 0.188783 -0.093564 0.100404 -0.406163 0 
7.298424 -0.907158 0.501289 0.074682 0.722620 -0.655194 0 
7.299118 0.228400 -0.869642 -0.831244 0.195926 0.206869 0 
7.299812 0.608492 0.723935 0.152390 -0.771106 -1.082026 0 
7.300507 0.272081 -0.570955 -0.356886 -0.764161 0.685455 0 
7.301201 0.696194 0.408978 -0.343581 0.902735 0.045257 0 
7.301896 0.919531 -0.501758 -0.297323 -0.422899 -0.575944 0 
7.302590 1.243834 -0.153943 -0.060595 -0.132471 -0.609174 0 
7.303285 0.594887 0.023272 -0.371166 0.023271 -0.079543 0 
7.303979 0.252870 -0.150637 -0.986416 1.095619 0.531942 0 
7.304674 0.978702 -0.414124 -0.296119 0.514340 -0.280312 0 
7.305368 0.574725 0.972160 0.022238 -0.144688 1.061854 0 
7.306063 0.865898 0.182817 -0.375594 -0.180062 0.974020 0 
7.306757 0.837005 -0.313816 -0.636395 0.103297 0.736363 0 
7.307452 1.023948 -0.403445 -0.142289 0.435494 0.068369 0 
7.308146 -0.398459 -0.878806 -0.410370 0.780455 0.393567 0 
7.308841 0.774588 0.379135 -0.938572 -0.702405 0.133522 0 
7.309535 1.859473 -0.445124 -0.788121 0.534827 -0.222893 0 
7.310230 -0.103407 0.316180 -0.835749 0.598689 -0.243762 0 
7.310924 0.334617 -0.886505 -0.590718 0.716874 0.427881 0 
7.311619 0.608758 -0.000264 -1.019480 0.479364 0.016207 0 
7.312313 0.960611 -1.162104 0.410412 -0.058369 -0.223199 0 
7.313008 1.006465 0.026178 -0.256155 0.843905 -1.215095 0 
7.313702 1.681242 0.808828 0.036924 -0.070339 -0.570603 0 
7.314397 0.620465 -0.005140 0.047822 -0.418210 -0.074046 0 
7.315091 0.488513 0.081807 -0.345007 -0.712691 -0.477547 0 
7.315786 1.270265 0.107990 -1.239331 -0.032058 0.381975 0 
7.316480 0.224419 -0.016370 0.472419 -0.333465 -1.020912 0 
7.317175 0.867019 0.114521 1.180979 -1.005533 -1.044487 0 
7.317869 0.974993 0.068048 -0.406537 -0.607882 -0.727474 0 
7.318564 0.247926 0.632422 0.555717 -0.579183 -0.124848 0 
7.319258 1.289066 0.820256 -0.108160 0.067410 0.342850 0 
7.319953 0.451376 0.566535 0.228231 -1.223228 -0.894087 0 
7.320647 1.101570 0.982689 -0.102519 0.019873 0.602481 0 
7.321342 1.499677 -0.171551 0.089209 0.182311 -1.052269 0 
7.322036 1.424232 0.485475 0.958337 -1.220092 -0.614196 0 
7.322731 -0.051723 0.035649 -0.265066 -0.489620 -0.338618 0 
7.323425 1.741322 -0.580046 -0.333217 -1.793041 -1.461479 0 
7.324120 0.891609 -0.387674 0.822887 -0.449607 0.099386 0 
7.324814 -0.598349 0.779307 -0.248461 -0.068000 -0.557531 0 
7.325509 -0.225730 -0.740411 0.699935 0.075891 -0.832411 0 
7.326203 -0.438997 -0.944939 -0.388025 -1.199382 -0.342078 0 
7.326898 0.421666 -0.017909 0.824043 -0.359333 -0.115341 0 
7.327592 0.283421 -1.596405 -0.232063 -1.117845 -0.319060 0 
7.328287 -0.247644 -0.632173 1.065163 -0.307275 0.312881 0 
7.328981 0.096078 0.019484 0.218024 -0.344750 -0.174825 0 
7.329676 0.718256 -1.112220 0.421850 -0.673603 0.186203 0 
7.330370 -1.301385 -0.426702 -0.376007 -0.663526 0.037039 0 
7.331065 -0.998073 -0.913916 0.112956 -0.355280 0.151608 0 
7.331759 1.028553 -0.834659 -0.638740 -1.679306 -0.358853 0 
7.332454 -0.058506 -0.647348 -0.122147 -1.024337 -0.744660 0 
7.333148 0.320619 -0.823898 -0.858009 -0.983032 -0.617950 0 
7.333843 -1.532693 -0.775835 -0.627100 -0.404688 -0.720282 0 
7.334537 0.703716 -0.058894 -0.345224 -0.756046 -0.815898 0 
7.335232 -0.827987 -0.477622 0.871314 -1.983166 -0.394687 0 
7.335926 -0.036317 -0.897409 -0.546974 -1.012196 0.464484 0 
7.336621 -0.372600 0.490266 -0.137446 -1.131179 0.974390 0 
7.337315 0.189026 -0.722377 -0.277648 -0.976341 -0.313981 0 
7.338010 0.191241 -0.208669 -0.116901 -0.357954 -0.126155 0 
7.338704 0.552315 -0.269640 -0.106997 -1.564923 -0.370905 0 
7.339399 0.928474 -0.278403 -0.521287 0.743936 0.507530 0 
7.340093 -0.401164 0.316292 -0.850260 -0.900594 -0.353611 0 
7.340788 0.097797 -0.011326 -0.071431 -0.415558 0.261426 0 
7.341482 -0.056321 0.398855 -1.749550 -0.201202 -0.369268 0 
7.342177 -0.533535 1.127483 -0.722607 0.576589 -0.171977 0 
7.342871 0.410937 -0.699226 -1.058291 0.552341 -1.908227 0 
7.343566 -0.055459 0.325239 -0.866272 -0.094972 -0.067876 0 
7.344260 -0.864432 -1.007539 -0.069352 -0.090392 0.573344 0 
7.344955 0.231171 -0.370900 -0.222325 0.243839 -0.210110 0 
7.345649 -0.757985 -0.771781 0.546889 0.023965 -0.462609 0 
7.346343 -0.375619 -1.762547 1.080848 0.259422 -0.176866 0 
7.347038 0.427578 -0.892533 -0.195891 0.013644 0.031272 0 
7.347732 0.457550 -1.187187 -0.360341 0.269449 -0.048964 0 
7.348427 0.498662 -1.416468 1.121400 0.321111 -0.404308 0 
7.349121 -0.932960 -2.274216 -0.473459 -1.062354 -0.500441 0 
7.349816 -0.224478 -0.889734 0.069567 0.295555 -0.157456 0 
7.350510 1.006488 -1.656934 0.078581 0.419485 0.216021 0 
7.351205 -0.404808 -0.800229 0.478471 0.163630 -0.086545 0 
7.351899 -0.204481 -1.206603 1.001247 -0.383340 -0.886766 0 
7.352594 -0.360298 0.107048 1.986772 -0.380286 -0.268146 0 
7.353288 -1.806013 0.050543 0.422980 -0.712588 -0.592015 0 
7.353983 0.227162 -1.155416 1.314196 -0.772799 0.367140 0 
7.354677 1.111256 -0.658114 -0.130292 1.157342 -0.559696 0 
7.355372 -0.724259 0.154632 0.620157 -0.324292 -0.472082 0 
7.356066 0.058068 -0.370491 1.507837 0.231275 0.281615 0 
7.356761 0.359862 -0.970218 1.031190 0.968631 0.597096 0 
7.357455 -0.124947 -0.657327 2.254106 0.177910 -0.091975 0 
7.358150 0.179098 -0.277283 1.071182 0.074740 -1.378724 0 
7.358844 -1.081334 -0.262820 0.303365 -0.812065 -0.423562 0 
7.359539 -0.729166 -0.018448 0.721761 0.305457 -0.163726 0 
7.360233 0.344829 -1.169023 -0.358902 -0.190662 -0.138061 0 
7.360928 -0.065011 0.455905 0.436951 0.350880 0.306409 0 
7.361622 -0.388100 0.713222 0.094937 0.292223 -0.088860 0 
7.362317 -0.079304 0.475513 -0.124011 -0.046625 -1.170271 0 
7.363011 0.109057 0.922275 -0.139278 0.273773 0.148203 0 
7.363706 0.045409 -0.145697 -0.049504 1.173742 -0.472561 0 
7.364400 0.557760 0.069570 -0.188846 0.169380 0.468516 0 
7.365095 0.752658 -0.478759 0.682194 0.115440 -0.743344 0 
7.365789 -0.113405 0.449137 0.138672 -1.091632 -0.463984 0 
7.366484 -0.083657 0.613000 1.079589 0.346397 -1.077596 0 
7.367178 0.052697 1.333398 0.048437 0.288310 0.599895 0 
7.367873 0.286976 -0.484938 0.012480 0.207312 0.096388 0 
7.368567 -1.232801 1.083820 0.173724 0.429018 -1.348660 0 
7.369262 0.585701 1.011566 0.598777 -0.465566 0.509530 0 
7.369956 0.471100 0.645877 0.753032 -0.050222 0.178713 0 
7.370651 0.177890 -0.216637 0.416421 0.112234 0.607129 0 
7.371345 0.439244 0.153965 -0.035036 -1.161115 -0.202638 0 
7.372040 -0.189740 0.794137 0.215968 -0.622085 1.105504 0 
7.372734 -0.102343 0.059860 0.585613 -1.580331 0.523900 0 
7.373429 -0.533546 0.985981 -0.064662 0.889139 -0.444104 0 
7.374123 0.268127 1.035321 0.634436 -0.896131 -0.118978 0 
7.374818 -0.130709 -0.219238 0.086662 -0.700596 1.048130 0 
7.375512 -0.662966 0.017571 0.862079 -1.394720 0.630865 0 
7.376207 0.372835 0.879710 0.831270 0.184283 -0.879060 0 
7.376901 -0.123765 0.904405 1.180829 -0.281401 -0.760374 0 
7.377596 -0.792023 0.797245 2.029053 -0.220696 0.402043 0 
7.378290 -0.840701 0.961748 0.869015 -1.108859 -0.449999 0 
7.378985 -0.239169 -0.104624 1.030052 0.425449 0.584773 0 
7.379679 0.250046 -0.104803 0.375568 -0.948493 0.048984 0 
7.380374 1.025691 0.312705 0.917097 0.690769 -0.514213 0 
7.381068 1.032135 0.949810 0.247458 -0.202722 -0.726431 0 
7.381763 -0.615765 -0.247646 2.227910 -1.044558 -0.043739 0 
7.382457 0.385924 0.277969 0.529701 -0.697649 1.023203 0 
7.383152 0.049121 0.416501 0.352556 -0.472595 -0.173857 0 
7.383846 1.113397 0.560039 0.288882 -0.092141 -0.121423 0 
7.384541 0.398730 0.308693 0.768721 0.968684 -0.273234 0 
7.385235 0.232109 1.877678 -0.285971 0.720435 1.637435 0 
7.385930 1.136064 0.504564 0.920932 0.450185 1.095489 0 
7.386624 0.947063 0.082001 0.533714 -0.022089 0.552274 0 
7.387319 -0.164407 0.695698 0.980548 0.292849 -0.162205 0 
7.388013 -0.175494 0.190130 0.971587 1.668905 0.176185 0 
7.388708 1.390548 1.442424 0.150796 0.139723 -0.709811 0 
7.389402 0.350244 0.818025 0.098367 0.549166 0.654378 0 
7.390097 0.996003 -0.688945 0.951762 0.170235 0.299542 0 
7.390791 0.294197 0.592833 0.501540 0.305424 -0.553964 0 
7.391486 0.357129 -0.320930 -1.114462 0.245703 0.216025 0 
7.392180 0.972179 1.293058 0.232213 -1.571618 1.330330 0 
7.392875 1.263069 -0.398603 -0.892100 -0.221156 -0.055970 0 
7.393569 1.344556 0.318914 -1.541353 -0.355202 1.027579 0 
7.394263 0.264051 0.450915 -0.028036 1.013457 0.827049 0 
7.394958 -0.312380 0.525189 -0.713887 0.132182 0.380528 0 
7.395652 -0.160149 -0.361935 -0.634789 0.400089 -1.068117 0 
7.396347 0.348338 0.242751 -0.743342 0.020157 -0.198133 0 
7.397041 1.514715 0.886121 -0.377804 -0.137569 0.215329 0 
7.397736 0.727950 0.169134 -0.577737 -1.319934 0.666811 0 
7.398430 0.120545 -0.886726 -0.806397 -0.220284 -0.477192 0 
7.399125 0.258380 -0.634625 -0.058399 -0.183548 -0.904938 0 
7.399819 -0.452853 0.220120 -1.568480 0.467861 0.953522 0 
7.400514 0.151579 0.105316 -1.129138 -0.236095 0.649891 0 
7.401208 0.632428 0.719254 0.430225 -0.810724 0.670391 0 
7.401903 0.331713 0.727532 -0.361360 -0.966717 0.530411 0 
7.402597 0.420667 0.419451 -0.229568 0.264218 -0.375490 0 
7.403292 -0.270504 -0.122485 -0.007204 0.281390 -0.059599 0 
7.403986 1.101474 0.243927 0.712565 -1.172792 -0.246896 0 
7.404681 -0.032809 -0.194356 0.564100 0.089125 0.021623 0 
7.405375 -0.815617 -0.857603 -0.364367 -0.882226 0.139950 0 
7.406070 -1.079394 0.559079 -0.759220 -1.503016 0.028721 0 
7.406764 0.253243 0.124960 -0.590334 -1.258245 0.158559 0 
7.407459 -0.845458 0.577196 1.061135 -1.512383 -0.016469 0 
7.408153 -0.964647 0.214498 0.249733 -1.135363 0.073467 0 
7.408848 -0.801925 -0.103975 1.031439 -1.007165 -0.163717 0 
7.409542 0.813637 0.444961 -0.044356 -0.891445 0.228578 0 
7.410237 -0.209056 0.221065 0.724185 -0.912933 -0.830773 0 
7.410931 -0.491524 0.453557 -0.633700 -0.630873 -0.684939 0 
7.411626 -0.383613 -1.457757 0.948421 -0.789003 -0.917181 0 
7.412320 0.053193 0.286613 -0.488476 -0.760659 -0.001939 0 
7.413015 -1.565464 0.079275 0.290209 -1.160962 -0.296291 0 
7.413709 0.375836 0.520606 0.005077 -0.221345 -0.705966 0 
7.414404 -0.652830 0.549520 0.303500 -0.396624 -0.647860 0 
7.415098 0.048255 -0.774141 0.334966 -0.201636 -0.509682 0 
7.415793 -0.598588 0.907551 1.330081 0.004968 -0.009617 0 
7.416487 -0.891869 -0.156422 0.606146 -1.002600 0.821130 0 
7.417182 1.436686 0.615302 0.917749 -0.305759 -0.459768 0 
7.417876 -0.076954 0.593949 0.239431 0.265944 -0.320116 0 
7.418571 -0.259301 -0.106273 0.897932 -0.087780 0.165797 0 
7.419265 -0.840921 0.793508 0.258578 -0.202085 -0.269990 0 
7.419960 0.643974 -0.505360 1.045562 1.036814 -0.768516 0 
7.420654 0.752127 0.355141 -0.102273 0.447143 -0.607790 0 
7.421349 0.656702 0.595478 -0.039068 0.137086 -0.104532 0 
7.422043 0.198585 0.583241 0.136291 0.011146 0.046326 0 
7.422738 1.175064 -0.213687 1.439991 0.629806 -0.875429 0 
7.423432 0.794202 -0.107763 -0.898357 -0.383992 -0.529923 0 
7.424127 0.381321 0.485613 1.018273 0.601473 0.136862 0 
7.424821 -0.858879 0.139220 0.974516 0.574193 0.504411 0 
7.425516 0.600804 -0.636529 -0.105630 0.169637 -0.397329 0 
7.426210 -0.581850 -0.022654 0.154132 -0.238218 -0.807254 0 
7.426905 1.668715 0.220954 0.270536 0.008709 -0.190557 0 
7.427599 -0.167376 -1.015282 -0.416301 -0.379595 0.179118 0 
7.428294 1.433311 -0.587138 -0.448531 -0.720766 0.438244 0 
7.428988 0.385204 -1.068762 -0.490991 0.041523 -1.056817 0 
7.429683 0.089314 -0.251327 0.715897 -0.658869 1.139137 0 
7.430377 1.174222 0.474531 0.537933 0.467710 -0.103881 0 
7.431072 0.267439 0.493203 1.088485 -0.664850 0.620524 0 
7.431766 0.333698 0.644935 -0.040586 0.357658 -0.819439 0 
7.432461 0.748099 -0.012359 -0.467251 -0.427277 1.027489 0 
7.433155 1.252817 -0.418856 0.513527 0.721547 -0.852985 0 
7.433850 0.472332 -0.071772 -1.044328 -0.042822 -0.373681 0 
7.434544 1.394995 1.165842 -0.071499 0.616453 -1.557983 0 
7.435239 0.454815 0.484650 0.794121 1.417572 -0.014314 0 
7.435933 -0.333748 0.325268 -0.172890 -0.508012 0.448598 0 
7.436628 0.594608 0.194621 0.472256 -0.494968 -0.458144 0 
7.437322 0.070278 0.488054 -0.154480 0.143214 -0.287646 0 
7.438017 -0.590188 -0.086108 0.662543 0.716865 -0.649061 0 
7.438711 -0.891461 0.114846 -0.560993 -0.338095 -0.202234 0 
7.439406 0.080299 0.404875 -0.227398 0.056047 -0.475724 0 
7.440100 0.567640 1.389851 -0.393303 -0.560689 -0.458329 0 
7.440794 -0.561826 0.192637 0.801059 -0.307928 0.960318 0 
7.441489 -0.810866 -0.930155 -0.028835 -0.590066 -0.836528 0 
7.442183 -1.455828 0.519678 -0.309433 0.399414 -1.793378 0 
7.442878 -0.905187 0.039172 1.247810 -0.545178 -0.594087 0 
7.443572 -0.143868 -0.499440 0.076956 -0.923758 -0.624079 0 
7.444267 0.567386 -0.246999 0.008706 0.848222 -1.249494 0 
7.444961 0.909639 -0.115440 -0.213664 -0.391142 -0.680661 0 
7.445656 -1.219518 1.026943 -1.140043 0.081412 -0.177118 0 
7.446350 -0.304838 -0.304079 -1.003914 -0.389461 -0.397857 0 
7.447045 -0.892628 0.332026 0.007554 -0.409779 -0.106309 0 
7.447739 -0.660001 -0.385776 0.377128 0.191764 -1.237873 0 
7.448434 0.918003 0.178599 -0.249003 -0.999896 -0.430740 0 
7.449128 -0.007699 -0.252911 -0.334258 1.188838 -1.261740 0 
7.449823 1.263254 -0.604211 0.056881 -0.130123 -0.772269 0 
7.450517 0.532309 -0.452943 -0.310212 0.043314 -0.663948 0 
7.451212 1.664782 -0.656890 -0.302965 0.634814 0.252722 0 
7.451906 0.495691 -0.958281 -0.673675 -0.771954 -0.090849 0 
7.452601 -0.001412 -0.577593 -0.364711 0.088197 1.184000 0 
7.453295 2.222619 -1.091483 -0.161592 0.656026 0.062415 0 
7.453990 0.962362 -0.144701 -0.629799 0.314495 -0.304160 0 
7.454684 0.217347 -0.931091 -0.169610 1.005542 -1.026285 0 
7.455379 0.460613 -1.297320 -0.815250 0.044452 0.278417 0 
7.456073 0.770802 -1.189677 0.648388 0.666724 -0.164531 0 
7.456768 0.645906 -0.515930 0.215933 0.695783 -0.849339 0 
7.457462 0.706046 -1.062069 -0.707848 0.109300 -1.913178 0 
7.458157 1.153745 -1.265225 0.413487 -0.820869 -0.882613 0 
7.458851 0.870860 -0.552751 0.838167 -0.771826 -1.606909 0 
7.459546 -0.087357 -0.965902 0.668057 -0.018020 0.624541 0 
7.460240 -0.307139 -0.642390 0.710702 0.204726 -0.493866 0 
7.460935 0.792774 -0.093229 -0.169653 -0.717843 0.568298 0 
7.461629 0.553142 0.128457 0.220758 -0.086926 -0.379547 0 
7.462324 1.212938 -0.618300 0.862703 0.515306 -0.816474 0 
7.463018 0.130753 -0.449933 -0.172813 0.231697 -0.178321 0 
7.463713 0.168699 0.511407 -0.014116 -0.957332 -0.508329 0 
7.464407 -0.608860 0.065505 -0.757645 0.025243 -0.653496 0 
7.465102 0.293081 -0.344506 -0.491941 1.138320 0.761564 0 
7.465796 0.210265 0.142392 0.515077 -0.463552 -1.176755 0 
7.466491 0.444908 -1.953584 -0.332312 -0.907209 1.578863 0 
7.467185 -0.096512 -1.029533 -0.734105 0.010466 0.979270 0 
7.467880 -0.304241 -0.942460 0.210619 -0.637341 -1.480842 0 
7.468574 0.271552 -0.483584 0.268706 0.160410 -0.204292 0 
7.469269 -0.406976 0.528137 0.200220 -0.316131 0.383662 0 
7.469963 -0.840737 -0.015798 -0.424948 0.208777 0.269302 0 
7.470658 -0.085862 0.055541 -1.113835 -0.027042 -0.098266 0 
7.471352 0.401955 0.774124 0.486854 -0.399402 0.599580 0 
7.472047 0.113761 -1.160083 -0.849158 -0.127790 1.309884 0 
7.472741 -0.606717 -0.576459 -0.442058 -0.577271 0.839047 0 
7.473436 0.041870 0.153133 0.655695 0.522230 1.089172 0 
7.474130 0.270855 -0.187205 0.256416 0.445920 0.518089 0 
7.474825 0.161858 -0.514150 -0.065394 0.486607 0.708650 0 
7.475519 -0.008616 0.666875 0.274544 0.509396 0.416429 0 
7.476214 -0.355153 -0.517787 -0.256511 -0.605228 -0.216528 0 
7.476908 -0.578182 -1.520259 0.153947 1.338935 -0.736914 0 
7.477603 -0.050783 -0.755453 -0.362546 0.782429 -0.490371 0 
7.478297 -1.404197 -1.312806 0.391989 1.500210 -0.753095 0 
7.478992 -0.899981 -0.063721 -0.640834 0.322222 0.215389 0 
7.479686 0.031143 -0.289107 0.487609 1.162221 0.236185 0 
7.480381 -0.962384 0.259036 -0.512084 0.146573 0.310325 0 
7.481075 0.050422 -0.400632 -0.694518 -1.252399 0.424366 0 
7.481770 0.469048 -0.741315 -1.076892 0.144372 1.226341 0 
7.482464 -0.899899 0.335651 -0.900783 0.109681 0.407904 0 
7.483159 0.167601 0.024038 0.372003 0.452997 0.987647 0 
7.483853 0.028853 0.365421 -0.012850 0.183621 0.546826 0 
7.484548 -0.410903 -0.803199 -0.924554 0.353543 -1.154433 0 
7.485242 -0.410475 0.088363 0.110109 -0.488108 -0.255684 0 
7.485937 -0.049171 0.276809 0.174863 -0.408317 -0.495262 0 
7.486631 -0.525979 -0.244223 0.688510 -1.841843 -0.586198 0 
7.487326 -0.524012 0.124515 -0.730342 -0.293018 0.781050 0 
7.488020 0.056415 0.194811 0.093617 -0.353997 1.442389 0 
7.488714 -0.693292 -0.869810 0.118541 -0.134443 -0.113580 0 
7.489409 0.007780 -0.311489 -0.118483 0.047819 -0.882682 0 
7.490103 -0.727638 -0.496573 1.380103 -0.008105 -0.271640 0 
7.490798 0.246948 -0.233671 -0.354933 0.086372 0.192198 0 
